stanice;lokalita;datum;srazky;snih;prumerna_teplota;maximalni_teplota;minimalni_teplota
GME00132274;PIDING;12.09.2018;0.0;;;28.0;9.0
GME00132274;PIDING;13.09.2018;16.8;;;26.1;11.4
GME00132274;PIDING;14.09.2018;14.3;;;18.0;10.8
GME00132274;PIDING;15.09.2018;0.0;;;20.6;10.9
GME00132274;PIDING;16.09.2018;0.0;;;24.3;10.1
GME00132274;PIDING;17.09.2018;0.0;;;25.7;10.7
GME00132274;PIDING;18.09.2018;16.7;;;27.1;10.7
GME00132274;PIDING;19.09.2018;0.0;;;24.3;11.5
GME00132274;PIDING;20.09.2018;0.0;;;26.2;9.6
GME00132274;PIDING;21.09.2018;5.2;;;28.0;8.9
GME00132274;PIDING;22.09.2018;4.3;;;16.3;10.3
GME00132274;PIDING;23.09.2018;16.3;;;23.6;10.7
GME00132274;PIDING;24.09.2018;0.6;;;13.2;5.7
GME00132274;PIDING;25.09.2018;0.0;;;12.6;0.4
GME00132274;PIDING;26.09.2018;0.0;;;17.7;-1.8
GME00132274;PIDING;27.09.2018;0.0;;;21.4;1.7
GME00132274;PIDING;28.09.2018;0.0;;;21.4;3.2
GME00132274;PIDING;29.09.2018;0.0;;;16.2;2.9
GME00132274;PIDING;30.09.2018;0.0;;;18.8;0.6
GME00132274;PIDING;01.10.2018;17.1;0.0;;11.9;5.7
GME00132274;PIDING;02.10.2018;0.2;0.0;;12.8;5.3
GME00132274;PIDING;03.10.2018;0.4;0.0;;15.2;8.6
GME00132274;PIDING;04.10.2018;0.0;0.0;;17.6;3.5
GME00132274;PIDING;05.10.2018;0.0;0.0;;19.7;1.5
GME00132274;PIDING;06.10.2018;4.9;0.0;;22.3;3.9
GME00132274;PIDING;07.10.2018;0.7;0.0;;16.6;12.3
GME00132274;PIDING;08.10.2018;0.0;0.0;;19.6;8.9
GME00132274;PIDING;09.10.2018;0.0;0.0;;18.6;10.5
GME00132274;PIDING;10.10.2018;0.0;0.0;;21.7;4.7
GME00132274;PIDING;11.10.2018;0.0;0.0;;25.3;2.4
GME00132274;PIDING;12.10.2018;0.0;0.0;;24.0;7.4
GME00132274;PIDING;13.10.2018;0.0;0.0;;22.1;4.5
GME00132274;PIDING;14.10.2018;0.0;0.0;;25.2;3.8
GME00132274;PIDING;15.10.2018;0.0;0.0;;23.2;5.2
GME00132274;PIDING;16.10.2018;0.0;0.0;;21.4;5.1
GME00132274;PIDING;17.10.2018;0.0;0.0;;19.8;3.6
GME00132274;PIDING;18.10.2018;0.0;0.0;;18.6;3.3
GME00132274;PIDING;19.10.2018;0.0;0.0;;17.4;2.5
GME00132274;PIDING;20.10.2018;0.0;0.0;;15.4;8.0
GME00132274;PIDING;21.10.2018;0.0;0.0;;13.2;-0.5
GME00132274;PIDING;22.10.2018;0.0;0.0;;13.6;-2.3
GME00132274;PIDING;23.10.2018;7.5;0.0;;15.8;0.7
GME00132274;PIDING;24.10.2018;6.6;0.0;;13.5;9.6
GME00132274;PIDING;25.10.2018;0.0;0.0;;17.6;8.0
GME00132274;PIDING;26.10.2018;2.0;0.0;;16.8;2.9
GME00132274;PIDING;27.10.2018;7.9;0.0;;8.0;3.6
GME00132274;PIDING;28.10.2018;1.4;0.0;;6.7;4.5
GME00132274;PIDING;29.10.2018;3.8;0.0;;19.8;5.3
GME00132274;PIDING;30.10.2018;0.0;0.0;;18.5;-0.4
GME00132274;PIDING;31.10.2018;0.0;0.0;;10.4;-2.2
GME00132274;PIDING;01.11.2018;0.0;0.0;;16.3;3.2
GME00132274;PIDING;02.11.2018;1.3;0.0;;10.6;1.9
GME00132274;PIDING;03.11.2018;0.0;0.0;;10.7;7.6
GME00132274;PIDING;04.11.2018;0.0;0.0;;10.9;4.1
GME00132274;PIDING;05.11.2018;0.0;0.0;;21.0;1.7
GME00132274;PIDING;06.11.2018;0.0;0.0;;22.0;2.3
GME00132274;PIDING;07.11.2018;0.0;0.0;;17.4;1.8
GME00132274;PIDING;08.11.2018;0.0;0.0;;14.3;1.2
GME00132274;PIDING;09.11.2018;0.0;0.0;;8.1;1.1
GME00132274;PIDING;10.11.2018;0.0;0.0;;11.6;0.9
GME00132274;PIDING;11.11.2018;0.0;0.0;;15.1;0.7
GME00132274;PIDING;12.11.2018;0.0;0.0;;14.9;-1.1
GME00132274;PIDING;13.11.2018;0.0;0.0;;13.1;0.3
GME00132274;PIDING;14.11.2018;0.0;0.0;;11.0;2.0
GME00132274;PIDING;15.11.2018;0.0;0.0;;6.1;2.0
GME00132274;PIDING;16.11.2018;0.0;0.0;;5.2;-4.2
GME00132274;PIDING;17.11.2018;0.0;0.0;;7.1;-5.8
GME00132274;PIDING;18.11.2018;1.3;0.0;;5.5;-6.6
GME00132274;PIDING;19.11.2018;0.0;10.0;;1.4;-4.9
GME00132274;PIDING;20.11.2018;0.0;0.0;;6.9;-5.0
GME00132274;PIDING;21.11.2018;0.0;0.0;;2.1;-4.0
GME00132274;PIDING;22.11.2018;0.0;0.0;;6.2;-3.7
GME00132274;PIDING;23.11.2018;0.0;0.0;;3.8;-0.1
GME00132274;PIDING;24.11.2018;0.1;0.0;;6.0;0.8
GME00132274;PIDING;25.11.2018;0.8;0.0;;5.3;0.6
GME00132274;PIDING;26.11.2018;15.8;0.0;;3.8;0.1
GME00132274;PIDING;27.11.2018;0.6;20.0;;1.7;0.1
GME00132274;PIDING;28.11.2018;0.0;10.0;;2.7;-2.6
GME00132274;PIDING;29.11.2018;0.0;0.0;;4.1;-5.8
GME00132274;PIDING;30.11.2018;1.1;0.0;;3.1;-2.7
GME00132274;PIDING;01.12.2018;0.8;0.0;;8.6;-1.9
GME00132274;PIDING;02.12.2018;4.4;0.0;;8.9;-2.8
GME00132274;PIDING;03.12.2018;4.6;0.0;;12.8;6.9
GME00132274;PIDING;04.12.2018;11.9;0.0;;11.8;3.6
GME00132274;PIDING;05.12.2018;1.0;0.0;;5.6;3.0
GME00132274;PIDING;06.12.2018;1.0;0.0;;9.5;3.5
GME00132274;PIDING;07.12.2018;10.2;0.0;;13.0;6.2
GME00132274;PIDING;08.12.2018;5.1;0.0;;11.3;5.1
GME00132274;PIDING;09.12.2018;21.7;0.0;;11.0;3.4
GME00132274;PIDING;10.12.2018;12.8;0.0;;6.0;0.2
GME00132274;PIDING;11.12.2018;1.1;10.0;;3.0;0.5
GME00132274;PIDING;12.12.2018;2.2;10.0;;2.2;-0.5
GME00132274;PIDING;13.12.2018;0.0;20.0;;1.7;-2.2
GME00132274;PIDING;14.12.2018;0.1;0.0;;-2.1;-4.8
GME00132274;PIDING;15.12.2018;0.1;0.0;;-1.7;-8.1
GME00132274;PIDING;16.12.2018;1.0;10.0;;0.2;-9.6
GME00132274;PIDING;17.12.2018;2.0;0.0;;2.1;-6.6
GME00132274;PIDING;18.12.2018;0.0;0.0;;5.3;-6.6
GME00132274;PIDING;19.12.2018;0.0;0.0;;3.6;-6.9
GME00132274;PIDING;20.12.2018;0.1;0.0;;5.1;-2.1
GME00132274;PIDING;21.12.2018;8.6;0.0;;10.5;-1.8
GME00132274;PIDING;22.12.2018;27.5;0.0;;12.4;3.3
GME00132274;PIDING;23.12.2018;36.1;0.0;;11.1;5.3
GME00132274;PIDING;24.12.2018;7.5;0.0;;13.8;3.1
GME00132274;PIDING;25.12.2018;0.1;0.0;;4.0;-3.6
GME00132274;PIDING;26.12.2018;0.0;0.0;;4.1;-5.9
GME00132274;PIDING;27.12.2018;0.0;0.0;;5.1;-7.3
GME00132274;PIDING;28.12.2018;0.0;0.0;;5.5;-4.5
GME00132274;PIDING;29.12.2018;6.6;0.0;;0.2;-4.7
GME00132274;PIDING;30.12.2018;7.8;0.0;;5.5;-1.7
GME00132274;PIDING;31.12.2018;13.2;0.0;;4.1;0.6
GME00132274;PIDING;01.01.2019;8.6;0.0;;6.9;-0.2
GME00132274;PIDING;02.01.2019;5.2;10.0;;5.0;-1.8
GME00132274;PIDING;03.01.2019;1.1;80.0;;-0.7;-2.4
GME00132274;PIDING;04.01.2019;5.4;90.0;;0.7;-3.1
GME00132274;PIDING;05.01.2019;24.2;210.0;;3.7;-0.3
GME00132274;PIDING;06.01.2019;6.9;30.0;;3.4;1.2
GME00132274;PIDING;07.01.2019;1.3;20.0;;3.3;0.9
GME00132274;PIDING;08.01.2019;22.4;10.0;;5.2;-0.4
GME00132274;PIDING;09.01.2019;9.8;30.0;;2.9;-1.2
GME00132274;PIDING;10.01.2019;15.0;180.0;;0.0;-2.4
GME00132274;PIDING;11.01.2019;0.9;400.0;;0.2;-4.9
GME00132274;PIDING;12.01.2019;15.2;340.0;;3.8;-0.6
GME00132274;PIDING;13.01.2019;21.8;140.0;;7.7;1.3
GME00132274;PIDING;14.01.2019;15.9;0.0;;6.7;-0.1
GME00132274;PIDING;15.01.2019;0.2;20.0;;4.4;-0.4
GME00132274;PIDING;16.01.2019;0.0;20.0;;4.4;-6.4
GME00132274;PIDING;17.01.2019;1.0;10.0;;7.9;-4.5
GME00132274;PIDING;18.01.2019;0.0;10.0;;4.1;-7.8
GME00132274;PIDING;19.01.2019;0.0;10.0;;-0.8;-9.0
GME00132274;PIDING;20.01.2019;0.0;10.0;;0.1;-10.4
GME00132274;PIDING;21.01.2019;0.0;10.0;;-0.1;-2.7
GME00132274;PIDING;22.01.2019;0.0;0.0;;-1.6;-3.9
GME00132274;PIDING;23.01.2019;0.0;0.0;;-2.6;-4.5
GME00132274;PIDING;24.01.2019;0.0;0.0;;-1.3;-3.8
GME00132274;PIDING;25.01.2019;0.0;0.0;;-1.4;-8.9
GME00132274;PIDING;26.01.2019;4.6;0.0;;2.5;-9.0
GME00132274;PIDING;27.01.2019;2.5;0.0;;5.0;-1.1
GME00132274;PIDING;28.01.2019;0.7;0.0;;4.0;-2.4
GME00132274;PIDING;29.01.2019;0.9;10.0;;3.7;-10.2
GME00132274;PIDING;30.01.2019;0.0;20.0;;3.1;-11.5
GME00132274;PIDING;31.01.2019;0.0;20.0;;2.8;-9.7
GME00132274;PIDING;01.02.2019;0.0;20.0;;5.9;-3.3
GME00132274;PIDING;02.02.2019;18.5;0.0;;6.1;-3.1
GME00132274;PIDING;03.02.2019;4.2;30.0;;2.4;-0.6
GME00132274;PIDING;04.02.2019;0.0;70.0;;2.3;-10.2
GME00132274;PIDING;05.02.2019;0.0;50.0;;0.7;-11.1
GME00132274;PIDING;06.02.2019;0.0;50.0;;-0.2;-7.1
GME00132274;PIDING;07.02.2019;1.7;40.0;;2.7;-8.3
GME00132274;PIDING;08.02.2019;0.0;30.0;;8.5;-2.9
GME00132274;PIDING;09.02.2019;0.0;20.0;;10.9;-3.3
GME00132274;PIDING;10.02.2019;3.2;0.0;;15.2;-3.2
GME00132274;PIDING;11.02.2019;12.0;0.0;;6.8;0.8
GME00132274;PIDING;12.02.2019;0.4;10.0;;2.7;-2.5
GME00132274;PIDING;13.02.2019;0.0;10.0;;6.8;-3.9
GME00132274;PIDING;14.02.2019;0.0;0.0;;9.6;-4.8
GME00132274;PIDING;15.02.2019;0.0;0.0;;11.8;-5.5
GME00132274;PIDING;16.02.2019;0.0;0.0;;12.4;-5.2
GME00132274;PIDING;17.02.2019;0.0;0.0;;13.4;-5.8
GME00132274;PIDING;18.02.2019;0.0;0.0;;13.0;-6.3
GME00132274;PIDING;19.02.2019;0.1;0.0;;14.2;-5.1
GME00132274;PIDING;20.02.2019;0.0;0.0;;10.5;1.6
GME00132274;PIDING;21.02.2019;2.3;0.0;;12.4;1.1
GME00132274;PIDING;22.02.2019;4.3;0.0;;8.2;2.2
GME00132274;PIDING;23.02.2019;0.0;0.0;;5.1;-5.8
GME00132274;PIDING;24.02.2019;0.0;0.0;;6.0;-7.2
GME00132274;PIDING;25.02.2019;0.0;0.0;;13.7;-3.8
GME00132274;PIDING;26.02.2019;0.0;0.0;;15.8;-2.7
GME00132274;PIDING;27.02.2019;0.0;0.0;;16.1;-1.2
GME00132274;PIDING;28.02.2019;0.2;0.0;;19.7;-2.3
GME00132274;PIDING;01.03.2019;7.1;0.0;;11.4;5.7
GME00132274;PIDING;02.03.2019;0.3;0.0;;8.0;3.0
GME00132274;PIDING;03.03.2019;0.0;0.0;;14.4;1.7
GME00132274;PIDING;04.03.2019;0.7;0.0;;18.6;0.8
GME00132274;PIDING;05.03.2019;1.4;0.0;;11.0;3.5
GME00132274;PIDING;06.03.2019;0.0;0.0;;14.3;0.7
GME00132274;PIDING;07.03.2019;9.1;0.0;;17.6;4.7
GME00132274;PIDING;08.03.2019;0.0;0.0;;10.3;0.2
GME00132274;PIDING;09.03.2019;3.7;0.0;;14.3;0.1
GME00132274;PIDING;10.03.2019;7.7;0.0;;15.2;4.9
GME00132274;PIDING;11.03.2019;2.7;0.0;;7.3;0.3
GME00132274;PIDING;12.03.2019;1.0;0.0;;8.5;-0.9
GME00132274;PIDING;13.03.2019;2.9;0.0;;9.0;-0.8
GME00132274;PIDING;14.03.2019;13.9;0.0;;8.6;2.6
GME00132274;PIDING;15.03.2019;29.2;0.0;;12.0;4.6
GME00132274;PIDING;16.03.2019;0.7;0.0;;16.2;0.0
GME00132274;PIDING;17.03.2019;4.5;0.0;;20.1;-1.7
GME00132274;PIDING;18.03.2019;0.5;0.0;;6.7;0.0
GME00132274;PIDING;19.03.2019;1.0;0.0;;6.7;0.6
GME00132274;PIDING;20.03.2019;0.0;0.0;;8.6;-3.8
GME00132274;PIDING;21.03.2019;0.0;0.0;;12.9;-5.9
GME00132274;PIDING;22.03.2019;0.0;0.0;;16.4;-4.5
GME00132274;PIDING;23.03.2019;0.0;0.0;;19.1;-3.6
GME00132274;PIDING;24.03.2019;0.3;0.0;;18.4;-1.5
GME00132274;PIDING;25.03.2019;2.1;0.0;;10.6;1.2
GME00132274;PIDING;26.03.2019;0.0;0.0;;7.9;1.0
GME00132274;PIDING;27.03.2019;0.4;0.0;;7.6;2.5
GME00132274;PIDING;28.03.2019;0.0;0.0;;12.1;2.5
GME00132274;PIDING;29.03.2019;0.0;0.0;;16.1;-1.5
GME00132274;PIDING;30.03.2019;0.0;0.0;;17.5;-2.4
GME00132274;PIDING;31.03.2019;0.0;0.0;;18.2;-1.2
GME00132274;PIDING;01.04.2019;0.0;0.0;;16.4;-1.2
GME00132274;PIDING;02.04.2019;0.0;0.0;;20.3;-1.4
GME00132274;PIDING;03.04.2019;0.0;0.0;;20.4;2.4
GME00132274;PIDING;04.04.2019;0.1;0.0;;21.1;1.7
GME00132274;PIDING;05.04.2019;0.0;0.0;;10.4;0.1
GME00132274;PIDING;06.04.2019;0.0;0.0;;16.3;-1.0
GME00132274;PIDING;07.04.2019;0.1;0.0;;17.1;-0.6
GME00132274;PIDING;08.04.2019;0.5;0.0;;10.5;6.4
GME00132274;PIDING;09.04.2019;0.8;0.0;;17.5;4.2
GME00132274;PIDING;10.04.2019;0.8;0.0;;11.3;7.3
GME00132274;PIDING;11.04.2019;0.0;0.0;;9.2;3.9
GME00132274;PIDING;12.04.2019;0.0;0.0;;8.9;2.5
GME00132274;PIDING;13.04.2019;0.0;0.0;;9.2;2.2
GME00132274;PIDING;14.04.2019;2.0;0.0;;8.9;2.2
GME00132274;PIDING;15.04.2019;0.0;0.0;;13.8;-0.4
GME00132274;PIDING;16.04.2019;0.0;0.0;;18.2;-2.4
GME00132274;PIDING;17.04.2019;0.0;0.0;;17.7;-1.5
GME00132274;PIDING;18.04.2019;0.0;0.0;;20.7;-2.1
GME00132274;PIDING;19.04.2019;0.0;0.0;;22.2;-0.7
GME00132274;PIDING;20.04.2019;0.0;0.0;;21.8;-0.6
GME00132274;PIDING;21.04.2019;0.0;0.0;;22.4;-0.4
GME00132274;PIDING;22.04.2019;0.0;0.0;;22.6;0.2
GME00132274;PIDING;23.04.2019;0.0;0.0;;21.7;3.2
GME00132274;PIDING;24.04.2019;0.0;0.0;;26.4;4.1
GME00132274;PIDING;25.04.2019;0.0;0.0;;26.1;4.1
GME00132274;PIDING;26.04.2019;2.3;0.0;;18.2;4.6
GME00132274;PIDING;27.04.2019;4.6;0.0;;13.8;5.7
GME00132274;PIDING;28.04.2019;1.3;0.0;;11.2;4.3
GME00132274;PIDING;29.04.2019;8.8;0.0;;9.6;4.8
GME00132274;PIDING;30.04.2019;5.6;0.0;;10.1;4.5
GME00132274;PIDING;01.05.2019;0.0;;;17.7;1.7
GME00132274;PIDING;02.05.2019;6.5;;;21.2;0.0
GME00132274;PIDING;03.05.2019;2.0;;;12.4;7.1
GME00132274;PIDING;04.05.2019;19.4;;;12.8;2.0
GME00132274;PIDING;05.05.2019;9.7;;;5.5;0.2
GME00132274;PIDING;06.05.2019;0.0;;;9.4;1.2
GME00132274;PIDING;07.05.2019;0.0;;;13.8;-0.3
GME00132274;PIDING;08.05.2019;7.2;;;18.7;-0.7
GME00132274;PIDING;09.05.2019;4.2;;;15.8;7.2
GME00132274;PIDING;10.05.2019;0.5;;;16.6;5.1
GME00132274;PIDING;11.05.2019;14.6;;;18.1;6.2
GME00132274;PIDING;12.05.2019;14.1;;;8.2;4.6
GME00132274;PIDING;13.05.2019;0.1;;;11.6;4.5
GME00132274;PIDING;14.05.2019;6.2;;;10.9;2.8
GME00132274;PIDING;15.05.2019;2.5;;;7.5;3.4
GME00132274;PIDING;16.05.2019;0.0;;;11.9;3.9
GME00132274;PIDING;17.05.2019;0.0;;;20.6;5.1
GME00132274;PIDING;18.05.2019;0.0;;;22.6;2.6
GME00132274;PIDING;19.05.2019;12.9;;;22.5;3.8
GME00132274;PIDING;20.05.2019;19.1;;;14.0;10.8
GME00132274;PIDING;21.05.2019;7.4;;;14.7;10.1
GME00132274;PIDING;22.05.2019;3.0;;;13.8;9.8
GME00132274;PIDING;23.05.2019;0.0;;;18.8;4.4
GME00132274;PIDING;24.05.2019;0.0;;;21.9;2.8
GME00132274;PIDING;25.05.2019;13.5;;;23.0;6.1
GME00132274;PIDING;26.05.2019;0.0;;;21.3;9.4
GME00132274;PIDING;27.05.2019;13.9;;;18.5;10.6
GME00132274;PIDING;28.05.2019;18.4;;;15.5;9.0
GME00132274;PIDING;29.05.2019;29.5;;;11.6;8.6
GME00132274;PIDING;30.05.2019;0.0;;;16.3;6.6
GME00132274;PIDING;31.05.2019;0.0;;;18.2;6.7
GME00132274;PIDING;01.06.2019;0.0;;;24.0;7.7
GME00132274;PIDING;02.06.2019;0.0;;;26.8;8.3
GME00132274;PIDING;03.06.2019;0.0;;;28.8;9.0
GME00132274;PIDING;04.06.2019;0.0;;;28.2;10.3
GME00132274;PIDING;05.06.2019;0.2;;;29.3;10.3
GME00132274;PIDING;06.06.2019;3.9;;;24.3;12.0
GME00132274;PIDING;07.06.2019;0.0;;;28.4;11.9
GME00132274;PIDING;08.06.2019;0.0;;;21.3;9.4
GME00132274;PIDING;09.06.2019;0.0;;;27.9;7.4
GME00132274;PIDING;10.06.2019;0.0;;;25.3;14.2
GME00132274;PIDING;11.06.2019;0.0;;;30.5;12.6
GME00132274;PIDING;12.06.2019;0.0;;;32.8;13.2
GME00132274;PIDING;13.06.2019;0.0;;;26.1;14.2
GME00132274;PIDING;14.06.2019;0.0;;;34.1;11.7
GME00132274;PIDING;15.06.2019;22.3;;;29.9;13.8
GME00132274;PIDING;16.06.2019;0.0;;;19.9;14.4
GME00132274;PIDING;17.06.2019;0.0;;;25.8;12.0
GME00132274;PIDING;18.06.2019;0.0;;;29.1;11.3
GME00132274;PIDING;19.06.2019;0.0;;;29.1;13.0
GME00132274;PIDING;20.06.2019;4.4;;;27.3;12.4
GME00132274;PIDING;21.06.2019;17.9;;;26.3;11.0
GME00132274;PIDING;22.06.2019;16.9;;;22.3;14.7
GME00132274;PIDING;23.06.2019;3.2;;;23.7;14.3
GME00132274;PIDING;24.06.2019;0.0;;;27.6;11.6
GME00132274;PIDING;25.06.2019;0.0;;;32.0;12.4
GME00132274;PIDING;26.06.2019;0.0;;;33.7;14.5
GME00132274;PIDING;27.06.2019;0.0;;;32.4;15.8
GME00132274;PIDING;28.06.2019;0.0;;;28.4;11.7
GME00132274;PIDING;29.06.2019;0.0;;;29.8;9.8
GME00132274;PIDING;30.06.2019;0.0;;;34.7;10.8
GME00132274;PIDING;01.07.2019;1.0;;;32.2;14.1
GME00132274;PIDING;02.07.2019;0.0;;;27.2;16.9
GME00132274;PIDING;03.07.2019;0.0;;;26.1;12.5
GME00132274;PIDING;04.07.2019;0.0;;;27.0;10.0
GME00132274;PIDING;05.07.2019;0.0;;;28.7;9.9
GME00132274;PIDING;06.07.2019;17.5;;;31.9;11.8
GME00132274;PIDING;07.07.2019;26.3;;;23.6;15.0
GME00132274;PIDING;08.07.2019;2.6;;;17.4;13.1
GME00132274;PIDING;09.07.2019;0.0;;;19.7;9.8
GME00132274;PIDING;10.07.2019;0.0;;;21.5;7.5
GME00132274;PIDING;11.07.2019;3.3;;;21.8;6.5
GME00132274;PIDING;12.07.2019;3.4;;;23.0;13.5
GME00132274;PIDING;13.07.2019;11.2;;;17.5;13.1
GME00132274;PIDING;14.07.2019;12.9;;;19.4;11.8
GME00132274;PIDING;15.07.2019;0.0;;;23.4;10.6
GME00132274;PIDING;16.07.2019;0.0;;;24.7;9.8
GME00132274;PIDING;17.07.2019;1.1;;;26.6;9.4
GME00132274;PIDING;18.07.2019;0.0;;;26.6;13.1
GME00132274;PIDING;19.07.2019;0.0;;;27.1;10.9
GME00132274;PIDING;20.07.2019;0.0;;;31.2;12.8
GME00132274;PIDING;21.07.2019;14.6;;;25.3;12.8
GME00132274;PIDING;22.07.2019;0.0;;;28.3;11.7
GME00132274;PIDING;23.07.2019;0.0;;;30.6;13.2
GME00132274;PIDING;24.07.2019;0.0;;;32.7;13.5
GME00132274;PIDING;25.07.2019;0.0;;;33.2;14.9
GME00132274;PIDING;26.07.2019;0.0;;;32.9;14.9
GME00132274;PIDING;27.07.2019;8.0;;;27.8;13.9
GME00132274;PIDING;28.07.2019;74.9;;;22.1;13.8
GME00132274;PIDING;29.07.2019;4.1;;;20.7;15.0
GME00132274;PIDING;30.07.2019;0.0;;;26.3;15.3
GME00132274;PIDING;31.07.2019;3.1;;;19.9;14.0
GME00132274;PIDING;01.08.2019;0.4;;;25.6;10.6
GME00132274;PIDING;02.08.2019;3.1;;;22.2;13.8
GME00132274;PIDING;03.08.2019;10.5;;;22.8;14.4
GME00132274;PIDING;04.08.2019;0.0;;;24.7;10.5
GME00132274;PIDING;05.08.2019;4.5;;;27.9;9.3
GME00132274;PIDING;06.08.2019;0.0;;;27.9;15.5
GME00132274;PIDING;07.08.2019;3.5;;;25.9;16.3
GME00132274;PIDING;08.08.2019;0.0;;;25.7;12.9
GME00132274;PIDING;09.08.2019;0.0;;;31.0;11.2
GME00132274;PIDING;10.08.2019;1.3;;;27.4;15.7
GME00132274;PIDING;11.08.2019;0.0;;;28.6;16.0
GME00132274;PIDING;12.08.2019;16.6;;;23.1;15.1
GME00132274;PIDING;13.08.2019;16.6;;;18.4;12.8
GME00132274;PIDING;14.08.2019;0.0;;;20.6;8.1
GME00132274;PIDING;15.08.2019;3.0;;;23.3;6.3
GME00132274;PIDING;16.08.2019;0.0;;;22.3;9.0
GME00132274;PIDING;17.08.2019;0.0;;;25.7;7.9
GME00132274;PIDING;18.08.2019;2.4;;;31.8;14.0
GME00132274;PIDING;19.08.2019;0.0;;;22.9;14.8
GME00132274;PIDING;20.08.2019;19.2;;;22.3;13.6
GME00132274;PIDING;21.08.2019;3.0;;;19.6;12.7
GME00132274;PIDING;22.08.2019;0.0;;;19.3;13.1
GME00132274;PIDING;23.08.2019;0.0;;;21.8;14.9
GME00132274;PIDING;24.08.2019;0.0;;;27.4;13.1
GME00132274;PIDING;25.08.2019;17.4;;;24.3;13.8
GME00132274;PIDING;26.08.2019;28.2;;;27.8;12.8
GME00132274;PIDING;27.08.2019;0.0;;;28.3;14.1
GME00132274;PIDING;28.08.2019;0.0;;;28.9;13.0
GME00132274;PIDING;29.08.2019;5.7;;;24.7;16.3
GME00132274;PIDING;30.08.2019;0.0;;;26.2;14.9
GME00132274;PIDING;31.08.2019;0.0;;;29.7;13.0
GME00132274;PIDING;01.09.2019;46.6;;;27.8;14.9
GME00132274;PIDING;02.09.2019;8.0;;;16.9;12.0
GME00132274;PIDING;03.09.2019;0.0;;;20.9;7.9
GME00132274;PIDING;04.09.2019;0.0;;;24.9;6.4
GME00132274;PIDING;05.09.2019;15.2;;;20.5;8.4
GME00132274;PIDING;06.09.2019;5.5;;;16.3;10.9
GME00132274;PIDING;07.09.2019;4.9;;;14.1;8.0
GME00132274;PIDING;08.09.2019;10.5;;;13.9;8.7
GME00132274;PIDING;09.09.2019;0.9;;;15.1;4.1
GME00132274;PIDING;10.09.2019;0.0;;;19.9;2.4
GME00132274;PIDING;11.09.2019;1.0;;;19.2;7.1
GME00132274;PIDING;12.09.2019;0.0;;;22.3;8.9
GME00132274;PIDING;13.09.2019;0.0;;;25.2;8.3
GME00132274;PIDING;14.09.2019;0.0;;;23.2;9.9
GME00132274;PIDING;15.09.2019;0.0;;;25.4;9.7
GME00132274;PIDING;16.09.2019;5.8;;;26.7;10.1
GME00132274;PIDING;17.09.2019;0.0;;;22.5;13.5
GME00132274;PIDING;18.09.2019;0.0;;;17.6;4.4
GME00132274;PIDING;19.09.2019;0.0;;;16.7;2.1
GME00132274;PIDING;20.09.2019;0.0;;;17.2;0.8
GME00132274;PIDING;21.09.2019;0.0;;;20.8;1.3
GME00132274;PIDING;22.09.2019;0.0;;;18.7;4.0
GME00132274;PIDING;23.09.2019;9.7;;;16.4;7.2
GME00132274;PIDING;24.09.2019;0.7;;;19.3;11.2
GME00132274;PIDING;25.09.2019;0.5;;;17.9;11.6
GME00132274;PIDING;26.09.2019;0.4;;;18.4;11.5
GME00132274;PIDING;27.09.2019;4.6;;;22.6;13.7
GME00132274;PIDING;28.09.2019;0.0;;;18.9;12.2
GME00132274;PIDING;29.09.2019;0.0;;;23.4;6.4
GME00132274;PIDING;30.09.2019;0.0;;;20.3;9.3
GME00132274;PIDING;01.10.2019;2.4;0.0;;23.9;5.4
GME00132274;PIDING;02.10.2019;24.4;0.0;;17.5;7.0
GME00132274;PIDING;03.10.2019;0.4;0.0;;11.6;1.5
GME00132274;PIDING;04.10.2019;14.0;0.0;;14.4;0.8
GME00132274;PIDING;05.10.2019;12.6;0.0;;12.8;5.0
GME00132274;PIDING;06.10.2019;13.0;0.0;;12.3;4.2
GME00132274;PIDING;07.10.2019;5.5;0.0;;9.9;4.8
GME00132274;PIDING;08.10.2019;0.4;0.0;;17.5;3.1
GME00132274;PIDING;09.10.2019;12.6;0.0;;13.5;6.5
GME00132274;PIDING;10.10.2019;3.4;0.0;;14.0;4.5
GME00132274;PIDING;11.10.2019;0.0;0.0;;18.1;3.5
GME00132274;PIDING;12.10.2019;0.0;0.0;;22.8;2.1
GME00132274;PIDING;13.10.2019;0.0;0.0;;23.5;4.9
GME00132274;PIDING;14.10.2019;0.0;0.0;;20.3;5.1
GME00132274;PIDING;15.10.2019;2.9;0.0;;23.1;3.4
GME00132274;PIDING;16.10.2019;0.0;0.0;;16.5;3.8
GME00132274;PIDING;17.10.2019;0.0;0.0;;19.5;1.9
GME00132274;PIDING;18.10.2019;0.0;0.0;;20.8;3.7
GME00132274;PIDING;19.10.2019;0.0;0.0;;17.5;5.1
GME00132274;PIDING;20.10.2019;0.0;0.0;;24.8;4.0
GME00132274;PIDING;21.10.2019;0.0;0.0;;21.9;7.0
GME00132274;PIDING;22.10.2019;0.1;0.0;;19.3;5.7
GME00132274;PIDING;23.10.2019;0.0;0.0;;18.4;5.0
GME00132274;PIDING;24.10.2019;0.0;0.0;;22.0;4.6
GME00132274;PIDING;25.10.2019;0.0;0.0;;18.9;5.1
